time,theta,theta_error,omega,torque
7.15,-0.13698893018854674,-0.13698893018854674,0.07489225052408399,0.0
7.2,-0.13491042300409983,-0.13491042300409983,0.008445078256372224,0.0
7.25,-0.13613828005034678,-0.13613828005034678,-0.05763083373177487,0.0
7.300000000000001,-0.14069410312966157,-0.14069410312966157,-0.12494300797041118,0.0
7.3500000000000005,-0.14868031777297785,-0.14868031777297785,-0.1951230146372411,0.0
7.4,-0.160282296270311,-0.160282296270311,-0.2698633244536009,5.0
7.45,-0.16951493727146216,-0.16951493727146216,-0.10026069904532098,5.0
7.5,-0.17035567595764478,-0.17035567595764478,0.06649215404757958,5.0
7.550000000000001,-0.1628458083761708,-0.1628458083761708,0.23443758570889875,5.0
7.6000000000000005,-0.1468243539091394,-0.1468243539091394,0.4076434335104102,-5.0
7.65,-0.13443882022884823,-0.13443882022884823,0.08891844998792336,0.0
7.7,-0.13162601696097642,-0.13162601696097642,0.023849821707040947,0.0
7.75,-0.13204151682610954,-0.13204151682610954,-0.04047611635113056,0.0
7.800000000000001,-0.13568736836069073,-0.13568736836069073,-0.10562614038617155,0.0
7.8500000000000005,-0.14264417910652583,-0.14264417910652583,-0.17318184632801445,0.0
7.9,-0.15307275712013402,-0.15307275712013402,-0.2447756924450592,0.0
7.95,-0.16721756019248346,-0.16721756019248346,-0.3221273028803306,5.0
8.0,-0.17915459581310733,-0.17915459581310733,-0.15638801402429017,5.0
8.05,-0.18292599521769803,-0.18292599521769803,0.005159254558102788,5.0
8.1,-0.1786432283267021,-0.1786432283267021,0.16642775796752324,5.0
8.15,-0.16622296515402546,-0.16622296515402546,0.33131478011816684,5.0
8.200000000000001,-0.14538510498888657,-0.14538510498888657,0.5038123242154372,-5.0
8.25,-0.12816018856286382,-0.12816018856286382,0.18671743916672995,-5.0
8.3,-0.12662477172831954,-0.12662477172831954,-0.12504300557097076,0.0
8.35,-0.13444486631061103,-0.13444486631061103,-0.1883689164353886,0.0
8.4,-0.1455352651758104,-0.1455352651758104,-0.2561177448017907,0.0
8.450000000000001,-0.16015730405777395,-0.16015730405777395,-0.32991615476307384,5.0
8.5,-0.17239941073740628,-0.17239941073740628,-0.16082922448155582,5.0
8.55,-0.1763118589854762,-0.1763118589854762,0.0039453865588647,5.0
8.6,-0.17201004775954676,-0.17201004775954676,0.16840398294598163,5.0
8.65,-0.15941046376376322,-0.15941046376376322,0.33652564627310705,5.0
8.700000000000001,-0.13822872095104755,-0.13822872095104755,0.512384996260036,-5.0
8.75,-0.1204869087497169,-0.1204869087497169,0.198862458255043,-5.0
8.8,-0.11824903794348351,-0.11824903794348351,-0.1090342497990946,0.0
8.85,-0.12516442047044318,-0.12516442047044318,-0.16811814778477854,0.0
8.9,-0.13512651968490008,-0.13512651968490008,-0.23114810083130163,0.0
8.950000000000001,-0.14837014089774403,-0.14837014089774403,-0.2996415264806163,0.0
9.0,-0.16520883240559403,-0.16520883240559403,-0.3752363315924957,5.0
9.05,-0.17978438008868558,-0.17978438008868558,-0.20903270750859487,5.0
9.1,-0.18620289728966588,-0.18620289728966588,-0.048293529389482254,5.0
9.15,-0.18463970719896539,-0.18463970719896539,0.11087911059476815,5.0
9.200000000000001,-0.17507701488180283,-0.17507701488180283,0.2723304327385258,5.0
9.25,-0.15730379545576767,-0.15730379545576767,0.4399626984503931,5.0
9.3,-0.13091020711182244,-0.13091020711182244,0.6178445833552015,-5.0
9.35,-0.10779150534769277,-0.10779150534769277,0.3089156184618024,-5.0
9.4,-0.09988062094291505,-0.09988062094291505,0.00829257854052523,0.0
9.450000000000001,-0.10068904449765137,-0.10068904449765137,-0.04067452016427158,0.0
9.5,-0.10396258415196913,-0.10396258415196913,-0.09051256237914704,0.0
9.55,-0.10977500558764097,-0.10977500558764097,-0.14243556869609703,0.0
9.600000000000001,-0.11826180549764098,-0.11826180549764098,-0.19770355527254418,0.0
9.65,-0.12962323529877162,-0.12962323529877162,-0.2576516226709523,0.0
9.700000000000001,-0.14412880165779773,-0.14412880165779773,-0.32371998581293654,5.0
9.75,-0.1558658743725272,-0.1558658743725272,-0.1467890596514429,5.0
9.8,-0.15887417514992563,-0.15887417514992563,0.026139883101598482,5.0
9.850000000000001,-0.15324844322581654,-0.15324844322581654,0.19927079037002243,-5.0
9.9,-0.15138864412038355,-0.15138864412038355,-0.12459009708624114,0.0
9.950000000000001,-0.15948701746293192,-0.15948701746293192,-0.19996808170065597,5.0
10.0,-0.16520555310525564,-0.16520555310525564,-0.029308417564641587,5.0
10.05,-0.16243666585830852,-0.16243666585830852,0.14021538535542225,5.0
10.100000000000001,-0.15113447394786572,-0.15113447394786572,0.3127131979718255,-5.0
10.15,-0.14356107092941395,-0.14356107092941395,-0.009026163090655959,0.0
10.200000000000001,-0.14577010295633963,-0.14577010295633963,-0.07948413110364957,0.0
10.25,-0.15153869491223038,-0.15153869491223038,-0.15169608065405493,0.0
10.3,-0.1609979612828507,-0.1609979612828507,-0.22740771245225555,5.0
10.350000000000001,-0.16811059396566197,-0.16811059396566197,-0.057744730233541514,5.0
10.4,-0.16680264140024414,-0.16680264140024414,0.11009689276843324,5.0
10.450000000000001,-0.1570634627648375,-0.1570634627648375,0.28018507132598,5.0
10.5,-0.1386781222400817,-0.1386781222400817,0.45664290412664943,-5.0
10.55,-0.12373668762114676,-0.12373668762114676,0.1423619967892621,-5.0
10.600000000000001,-0.12437137006650678,-0.12437137006650678,-0.16766862170967556,0.0
10.65,-0.1343012731119848,-0.1343012731119848,-0.23030741712504715,0.0
10.700000000000001,-0.14749270862062414,-0.14749270862062414,-0.2983908546543995,0.0
10.75,-0.16425804642100283,-0.16425804642100283,-0.3735473027651323,5.0
10.8,-0.17873740460121867,-0.17873740460121867,-0.20686680097264823,5.0
10.850000000000001,-0.18503468581978177,-0.18503468581978177,-0.045600560537074564,5.0
10.9,-0.18332237986747213,-0.18332237986747213,0.11416256146466036,5.0
10.950000000000001,-0.17357915344459363,-0.17357915344459363,0.2762828107026327,5.0
11.0,-0.15558963944279114,-0.15558963944279114,0.4446796404458723,5.0
11.05,-0.1289387324648965,-0.1289387324648965,0.6234414443801028,-5.0
11.100000000000001,-0.10551537556167423,-0.10551537556167423,0.31552978983235463,-5.0
11.15,-0.09724505530208072,-0.09724505530208072,0.016084796499020892,0.0
11.200000000000001,-0.09763057135450648,-0.09763057135450648,-0.03151655951751988,0.0
11.25,-0.10040756287954888,-0.10040756287954888,-0.07976888625751503,0.0
11.3,-0.10563787969527061,-0.10563787969527061,-0.12984860626775593,0.0
11.350000000000001,-0.11344308007599668,-0.11344308007599668,-0.18297229854844807,0.0
11.4,-0.12400714213420017,-0.12400714213420017,-0.2404249645563759,0.0
11.450000000000001,-0.13758060997846266,-0.13758060997846266,-0.3035892062909409,5.0
